# x86 instruction set description version 0.2, 2023-03-05
# Based on Intel Instruction Set Reference #325383-078US, December 2022.
# https://golang.org/x/arch/x86/x86spec
"PABSD mm1, mm2/m64","PABSD mm2/m64, mm1","pabsd mm2/m64, mm1","NP 0F 38 1E /r","V","V","SSSE3","","","","","Compute the absolute value of 32-bit integers in mm2/m64 and store UNSIGNED result in mm1."
"PABSD xmm1, xmm2/m128","PABSD xmm2/m128, xmm1","pabsd xmm2/m128, xmm1","66 0F 38 1E /r","V","V","SSSE3","","","","","Compute the absolute value of 32-bit integers in xmm2/m128 and store UNSIGNED result in xmm1."
"PABSW mm1, mm2/m64","PABSW mm2/m64, mm1","pabsw mm2/m64, mm1","NP 0F 38 1D /r","V","V","SSSE3","","","","","Compute the absolute value of 16-bit integers in mm2/m64 and store UNSIGNED result in mm1."
"PABSW xmm1, xmm2/m128","PABSW xmm2/m128, xmm1","pabsw xmm2/m128, xmm1","66 0F 38 1D /r","V","V","SSSE3","","","","","Compute the absolute value of 16-bit integers in xmm2/m128 and store UNSIGNED result in xmm1."
"PACKSSDW mm1, mm2/m64","PACKSSLW mm2/m64, mm1","packssdw mm2/m64, mm1","NP 0F 6B /r","V","V","MMX","","","","","Converts 2 packed signed doubleword integers from mm1 and from mm2/m64 into 4 packed signed word integers in mm1 using signed saturation."
"PACKSSDW xmm1, xmm2/m128","PACKSSLW xmm2/m128, xmm1","packssdw xmm2/m128, xmm1","66 0F 6B /r","V","V","SSE2","","","","","Converts 4 packed signed doubleword integers from xmm1 and from xmm2/m128 into 8 packed signed word integers in xmm1 using signed saturation."
"PACKSSWB mm1, mm2/m64","PACKSSWB mm2/m64, mm1","packsswb mm2/m64, mm1","NP 0F 63 /r","V","V","MMX","","","","","Converts 4 packed signed word integers from mm1 and from mm2/m64 into 8 packed signed byte integers in mm1 using signed saturation."
"PACKSSWB xmm1, xmm2/m128","PACKSSWB xmm2/m128, xmm1","packsswb xmm2/m128, xmm1","66 0F 63 /r","V","V","SSE2","","","","","Converts 8 packed signed word integers from xmm1 and from xmm2/m128 into 16 packed signed byte integers in xmm1 using signed saturation."
"PACKUSDW xmm1, xmm2/m128","PACKUSDW xmm2/m128, xmm1","packusdw xmm2/m128, xmm1","66 0F 38 2B /r","V","V","SSE4_1","","","","","Convert 4 packed signed doubleword integers from xmm1 and 4 packed signed doubleword integers from xmm2/m128 into 8 packed unsigned word integers in xmm1 using unsigned saturation."
"PACKUSWB mm, mm/m64","PACKUSWB mm/m64, mm","packuswb mm/m64, mm","NP 0F 67 /r","V","V","MMX","","","","","Converts 4 signed word integers from mm and 4 signed word integers from mm/m64 into 8 unsigned byte integers in mm using unsigned saturation."
"PACKUSWB xmm1, xmm2/m128","PACKUSWB xmm2/m128, xmm1","packuswb xmm2/m128, xmm1","66 0F 67 /r","V","V","SSE2","","","","","Converts 8 signed word integers from xmm1 and 8 signed word integers from xmm2/m128 into 16 unsigned byte integers in xmm1 using unsigned saturation."
"PADDSB mm, mm/m64","PADDSB mm/m64, mm","paddsb mm/m64, mm","NP 0F EC /r","V","V","MMX","","","","","Add packed signed byte integers from mm/m64 and mm and saturate the results."
"PADDSB xmm1, xmm2/m128","PADDSB xmm2/m128, xmm1","paddsb xmm2/m128, xmm1","66 0F EC /r","V","V","SSE2","","","","","Add packed signed byte integers from xmm2/m128 and xmm1 saturate the results."
"PADDSW mm, mm/m64","PADDSW mm/m64, mm","paddsw mm/m64, mm","NP 0F ED /r","V","V","MMX","","","","","Add packed signed word integers from mm/m64 and mm and saturate the results."
"PADDSW xmm1, xmm2/m128","PADDSW xmm2/m128, xmm1","paddsw xmm2/m128, xmm1","66 0F ED /r","V","V","SSE2","","","","","Add packed signed word integers from xmm2/m128 and xmm1 and saturate the results."
"PADDUSB mm, mm/m64","PADDUSB mm/m64, mm","paddusb mm/m64, mm","NP 0F DC /r","V","V","MMX","","","","","Add packed unsigned byte integers from mm/m64 and mm and saturate the results."
"PADDUSB xmm1, xmm2/m128","PADDUSB xmm2/m128, xmm1","paddusb xmm2/m128, xmm1","66 0F DC /r","V","V","SSE2","","","","","Add packed unsigned byte integers from xmm2/m128 and xmm1 saturate the results."
"PADDUSW mm, mm/m64","PADDUSW mm/m64, mm","paddusw mm/m64, mm","NP 0F DD /r","V","V","MMX","","","","","Add packed unsigned word integers from mm/m64 and mm and saturate the results."
"PADDUSW xmm1, xmm2/m128","PADDUSW xmm2/m128, xmm1","paddusw xmm2/m128, xmm1","66 0F DD /r","V","V","SSE2","","","","","Add packed unsigned word integers from xmm2/m128 to xmm1 and saturate the results."
"PALIGNR mm1, mm2/m64, imm8","PALIGNR imm8, mm2/m64, mm1","palignr imm8, mm2/m64, mm1","NP 0F 3A 0F /r ib","V","V","SSSE3","","","","","Concatenate destination and source operands, extract byte-aligned result shifted to the right by constant value in imm8 into mm1."
"PALIGNR xmm1, xmm2/m128, imm8","PALIGNR imm8, xmm2/m128, xmm1","palignr imm8, xmm2/m128, xmm1","66 0F 3A 0F /r ib","V","V","SSSE3","","","","","Concatenate destination and source operands, extract byte-aligned result shifted to the right by constant value in imm8 into xmm1."
"PAND mm, mm/m64","PAND mm/m64, mm","pand mm/m64, mm","NP 0F DB /r","V","V","MMX","","","","","Bitwise AND mm/m64 and mm."
"PAND xmm1, xmm2/m128","PAND xmm2/m128, xmm1","pand xmm2/m128, xmm1","66 0F DB /r","V","V","SSE2","","","","","Bitwise AND of xmm2/m128 and xmm1."
"PANDN mm, mm/m64","PANDN mm/m64, mm","pandn mm/m64, mm","NP 0F DF /r","V","V","MMX","","","","","Bitwise AND NOT of mm/m64 and mm."
"PANDN xmm1, xmm2/m128","PANDN xmm2/m128, xmm1","pandn xmm2/m128, xmm1","66 0F DF /r","V","V","SSE2","","","","","Bitwise AND NOT of xmm2/m128 and xmm1."
"PAUSE","PAUSE","pause","F3 90","V","V","","pseudo","","","","Gives hint to processor that improves performance of spin-wait loops."
"PAVGB mm1, mm2/m64","PAVGB mm2/m64, mm1","pavgb mm2/m64, mm1","NP 0F E0 /r","V","V","SSE","","","","","Average packed unsigned byte integers from mm2/m64 and mm1 with rounding."
"PAVGB xmm1, xmm2/m128","PAVGB xmm2/m128, xmm1","pavgb xmm2/m128, xmm1","66 0F E0 /r","V","V","SSE2","","","","","Average packed unsigned byte integers from xmm2/m128 and xmm1 with rounding."
"PAVGW mm1, mm2/m64","PAVGW mm2/m64, mm1","pavgw mm2/m64, mm1","NP 0F E3 /r","V","V","SSE","","","","","Average packed unsigned word integers from mm2/m64 and mm1 with rounding."
"PAVGW xmm1, xmm2/m128","PAVGW xmm2/m128, xmm1","pavgw xmm2/m128, xmm1","66 0F E3 /r","V","V","SSE2","","","","","Average packed unsigned word integers from xmm2/m128 and xmm1 with rounding."
"PBLENDVB xmm1, xmm2/m128, <XMM0>","PBLENDVB <XMM0>, xmm2/m128, xmm1","pblendvb <XMM0>, xmm2/m128, xmm1","66 0F 38 10 /r","V","V","SSE4_1","","","","","Select byte values from xmm1 and xmm2/m128 from mask specified in the high bit of each byte in XMM0 and store the values into xmm1."
"PBLENDW xmm1, xmm2/m128, imm8","PBLENDW imm8, xmm2/m128, xmm1","pblendw imm8, xmm2/m128, xmm1","66 0F 3A 0E /r ib","V","V","SSE4_1","","","","","Select words from xmm1 and xmm2/m128 from mask specified in imm8 and store the values into xmm1."
"PCLMULQDQ xmm1, xmm2/m128, imm8","PCLMULQDQ imm8, xmm2/m128, xmm1","pclmulqdq imm8, xmm2/m128, xmm1","66 0F 3A 44 /r ib","V","V","PCLMULQDQ","","","","","Carry-less multiplication of one quadword of xmm1 by one quadword of xmm2/m128, stores the 128-bit result in xmm1. The imme- diate is used to determine which quadwords of xmm1 and xmm2/m128 should be used."
"PCMPEQB mm, mm/m64","PCMPEQB mm/m64, mm","pcmpeqb mm/m64, mm","NP 0F 74 /r","V","V","MMX","","","","","Compare packed bytes in mm/m64 and mm for equality."
"PCMPEQB xmm1, xmm2/m128","PCMPEQB xmm2/m128, xmm1","pcmpeqb xmm2/m128, xmm1","66 0F 74 /r","V","V","SSE2","","","","","Compare packed bytes in xmm2/m128 and xmm1 for equality."
"PCMPEQD mm, mm/m64","PCMPEQL mm/m64, mm","pcmpeqd mm/m64, mm","NP 0F 76 /r","V","V","MMX","","","","","Compare packed doublewords in mm/m64 and mm for equality."
"PCMPEQD xmm1, xmm2/m128","PCMPEQL xmm2/m128, xmm1","pcmpeqd xmm2/m128, xmm1","66 0F 76 /r","V","V","SSE2","","","","","Compare packed doublewords in xmm2/m128 and xmm1 for equality."
"PCMPEQQ xmm1, xmm2/m128","PCMPEQQ xmm2/m128, xmm1","pcmpeqq xmm2/m128, xmm1","66 0F 38 29 /r","V","V","SSE4_1","","","","","Compare packed qwords in xmm2/m128 and xmm1 for equality."
"PCMPEQW mm, mm/m64","PCMPEQW mm/m64, mm","pcmpeqw mm/m64, mm","NP 0F 75 /r","V","V","MMX","","","","","Compare packed words in mm/m64 and mm for equality."
"PCMPEQW xmm1, xmm2/m128","PCMPEQW xmm2/m128, xmm1","pcmpeqw xmm2/m128, xmm1","66 0F 75 /r","V","V","SSE2","","","","","Compare packed words in xmm2/m128 and xmm1 for equality."
"PCMPESTRI xmm1, xmm2/m128, imm8","PCMPESTRI imm8, xmm2/m128, xmm1","pcmpestri imm8, xmm2/m128, xmm1","66 0F 3A 61 /r ib","V","V","SSE4_2","","","","","Perform a packed comparison of string data with explicit lengths, generating an index, and storing the result in ECX."
"PCMPESTRM xmm1, xmm2/m128, imm8","PCMPESTRM imm8, xmm2/m128, xmm1","pcmpestrm imm8, xmm2/m128, xmm1","66 0F 3A 60 /r ib","V","V","SSE4_2","","","","","Perform a packed comparison of string data with explicit lengths, generating a mask, and storing the result in XMM0."
"PCMPGTB mm, mm/m64","PCMPGTB mm/m64, mm","pcmpgtb mm/m64, mm","NP 0F 64 /r","V","V","MMX","","","","","Compare packed signed byte integers in mm and mm/m64 for greater than."
"PCMPGTB xmm1, xmm2/m128","PCMPGTB xmm2/m128, xmm1","pcmpgtb xmm2/m128, xmm1","66 0F 64 /r","V","V","SSE2","","","","","Compare packed signed byte integers in xmm1 and xmm2/m128 for greater than."
"PCMPGTD mm, mm/m64","PCMPGTL mm/m64, mm","pcmpgtd mm/m64, mm","NP 0F 66 /r","V","V","MMX","","","","","Compare packed signed doubleword integers in mm and mm/m64 for greater than."
"PCMPGTD xmm1, xmm2/m128","PCMPGTL xmm2/m128, xmm1","pcmpgtd xmm2/m128, xmm1","66 0F 66 /r","V","V","SSE2","","","","","Compare packed signed doubleword integers in xmm1 and xmm2/m128 for greater than."
"PCMPGTQ xmm1, xmm2/m128","PCMPGTQ xmm2/m128, xmm1","pcmpgtq xmm2/m128, xmm1","66 0F 38 37 /r","V","V","SSE4_2","","","","","Compare packed signed qwords in xmm2/m128 and xmm1 for greater than."
"PCMPGTW mm, mm/m64","PCMPGTW mm/m64, mm","pcmpgtw mm/m64, mm","NP 0F 65 /r","V","V","MMX","","","","","Compare packed signed word integers in mm and mm/m64 for greater than."
"PCMPGTW xmm1, xmm2/m128","PCMPGTW xmm2/m128, xmm1","pcmpgtw xmm2/m128, xmm1","66 0F 65 /r","V","V","SSE2","","","","","Compare packed signed word integers in xmm1 and xmm2/m128 for greater than."
"PCMPISTRI xmm1, xmm2/m128, imm8","PCMPISTRI imm8, xmm2/m128, xmm1","pcmpistri imm8, xmm2/m128, xmm1","66 0F 3A 63 /r ib","V","V","SSE4_2","","","","","Perform a packed comparison of string data with implicit lengths, generating an index, and storing the result in ECX."
"PCMPISTRM xmm1, xmm2/m128, imm8","PCMPISTRM imm8, xmm2/m128, xmm1","pcmpistrm imm8, xmm2/m128, xmm1","66 0F 3A 62 /r ib","V","V","SSE4_2","","","","","Perform a packed comparison of string data with implicit lengths, generating a mask, and storing the result in XMM0."
"PDEP r32a, r32b, r/m32","PDEPL r/m32, r32b, r32a","pdepl r/m32, r32b, r32a","VEX.LZ.F2.0F38.W0 F5 /r","V","V","BMI2","","","Y","32","Parallel deposit of bits from r32b using mask in r/m32, result is writ- ten to r32a."
"PDEP r64a, r64b, r/m64","PDEPQ r/m64, r64b, r64a","pdepq r/m64, r64b, r64a","VEX.LZ.F2.0F38.W1 F5 /r","N.E.","V","BMI2","","","Y","64","Parallel deposit of bits from r64b using mask in r/m64, result is writ- ten to r64a."
"PEXT r32a, r32b, r/m32","PEXTL r/m32, r32b, r32a","pextl r/m32, r32b, r32a","VEX.LZ.F3.0F38.W0 F5 /r","V","V","BMI2","","","Y","32","Parallel extract of bits from r32b using mask in r/m32, result is writ- ten to r32a."
"PEXT r64a, r64b, r/m64","PEXTQ r/m64, r64b, r64a","pextq r/m64, r64b, r64a","VEX.LZ.F3.0F38.W1 F5 /r","N.E.","V","BMI2","","","Y","64","Parallel extract of bits from r64b using mask in r/m64, result is writ- ten to r64a."
"PEXTRB reg/m8, xmm2, imm8","PEXTRB imm8, xmm2, reg/m8","pextrb imm8, xmm2, reg/m8","66 0F 3A 14 /r ib","V","V","SSE4_1","","","","","Extract a byte integer value from xmm2 at the source byte offset specified by imm8 into reg or m8. The upper bits of r32 or r64 are zeroed."
"PEXTRD r/m32, xmm2, imm8","PEXTRD imm8, xmm2, r/m32","pextrd imm8, xmm2, r/m32","66 0F 3A 16 /r ib","V","V","SSE4_1","operand16,operand32","","","","Extract a dword integer value from xmm2 at the source dword offset specified by imm8 into r/m32."
"PEXTRQ r/m64, xmm2, imm8","PEXTRQ imm8, xmm2, r/m64","pextrq imm8, xmm2, r/m64","66 REX.W 0F 3A 16 /r ib","N.E.","V","SSE4_1","","","","","Extract a qword integer value from xmm2 at the source qword offset specified by imm8 into r/m64."
"PEXTRW reg, mm, imm8","PEXTRW imm8, mm, reg","pextrw imm8, mm, reg","NP 0F C5 /r ib","V","V","SSE","","","","","Extract the word specified by imm8 from mm and move it to reg, bits 15-0. The upper bits of r32 or r64 is zeroed."
"PEXTRW reg, xmm, imm8","PEXTRW imm8, xmm, reg","pextrw imm8, xmm, reg","66 0F C5 /r ib","V","V","SSE2","","","","","Extract the word specified by imm8 from xmm and move it to reg, bits 15-0. The upper bits of r32 or r64 is zeroed."
"PEXTRW reg/m16, xmm, imm8","PEXTRW imm8, xmm, reg/m16","pextrw imm8, xmm, reg/m16","66 0F 3A 15 /r ib","V","V","SSE4_1","","","","","Extract the word specified by imm8 from xmm and copy it to lowest 16 bits of reg or m16. Zero- extend the result in the destination, r32 or r64."
"PHADDD mm1, mm2/m64","PHADDD mm2/m64, mm1","phaddd mm2/m64, mm1","NP 0F 38 02 /r","V","V","SSSE3","","","","","Add 32-bit integers horizontally, pack to mm1."
"PHADDD xmm1, xmm2/m128","PHADDD xmm2/m128, xmm1","phaddd xmm2/m128, xmm1","66 0F 38 02 /r","V","V","SSSE3","","","","","Add 32-bit integers horizontally, pack to xmm1."
"PHADDSW mm1, mm2/m64","PHADDSW mm2/m64, mm1","phaddsw mm2/m64, mm1","NP 0F 38 03 /r","V","V","SSSE3","","","","","Add 16-bit signed integers horizontally, pack saturated integers to mm1."
"PHADDSW xmm1, xmm2/m128","PHADDSW xmm2/m128, xmm1","phaddsw xmm2/m128, xmm1","66 0F 38 03 /r","V","V","SSSE3","","","","","Add 16-bit signed integers horizontally, pack saturated integers to xmm1."
"PHADDW mm1, mm2/m64","PHADDW mm2/m64, mm1","phaddw mm2/m64, mm1","NP 0F 38 01 /r","V","V","SSSE3","","","","","Add 16-bit integers horizontally, pack to mm1."
"PHADDW xmm1, xmm2/m128","PHADDW xmm2/m128, xmm1","phaddw xmm2/m128, xmm1","66 0F 38 01 /r","V","V","SSSE3","","","","","Add 16-bit integers horizontally, pack to xmm1."
"PHMINPOSUW xmm1, xmm2/m128","PHMINPOSUW xmm2/m128, xmm1","phminposuw xmm2/m128, xmm1","66 0F 38 41 /r","V","V","SSE4_1","","","","","Find the minimum unsigned word in xmm2/m128 and place its value in the low word of xmm1 and its index in the second- lowest word of xmm1."
"PHSUBD mm1, mm2/m64","PHSUBD mm2/m64, mm1","phsubd mm2/m64, mm1","NP 0F 38 06 /r","V","V","SSSE3","","","","","Subtract 32-bit signed integers horizontally, pack to mm1."
"PHSUBD xmm1, xmm2/m128","PHSUBD xmm2/m128, xmm1","phsubd xmm2/m128, xmm1","66 0F 38 06 /r","V","V","SSSE3","","","","","Subtract 32-bit signed integers horizontally, pack to xmm1."
"PHSUBSW mm1, mm2/m64","PHSUBSW mm2/m64, mm1","phsubsw mm2/m64, mm1","NP 0F 38 07 /r","V","V","SSSE3","","","","","Subtract 16-bit signed integer horizontally, pack saturated integers to mm1."
"PHSUBSW xmm1, xmm2/m128","PHSUBSW xmm2/m128, xmm1","phsubsw xmm2/m128, xmm1","66 0F 38 07 /r","V","V","SSSE3","","","","","Subtract 16-bit signed integer horizontally, pack saturated integers to xmm1."
"PHSUBW mm1, mm2/m64","PHSUBW mm2/m64, mm1","phsubw mm2/m64, mm1","NP 0F 38 05 /r","V","V","SSSE3","","","","","Subtract 16-bit signed integers horizontally, pack to mm1."
"PHSUBW xmm1, xmm2/m128","PHSUBW xmm2/m128, xmm1","phsubw xmm2/m128, xmm1","66 0F 38 05 /r","V","V","SSSE3","","","","","Subtract 16-bit signed integers horizontally, pack to xmm1."
"PINSRB xmm1, r32/m8, imm8","PINSRB imm8, r32/m8, xmm1","pinsrb imm8, r32/m8, xmm1","66 0F 3A 20 /r ib","V","V","SSE4_1","","","","","Insert a byte integer value from r32/m8 into xmm1 at the destination element in xmm1 specified by imm8."
"PINSRD xmm1, r/m32, imm8","PINSRD imm8, r/m32, xmm1","pinsrd imm8, r/m32, xmm1","66 0F 3A 22 /r ib","V","V","SSE4_1","operand16,operand32","","","","Insert a dword integer value from r/m32 into the xmm1 at the destination element specified by imm8."
"PINSRQ xmm1, r/m64, imm8","PINSRQ imm8, r/m64, xmm1","pinsrq imm8, r/m64, xmm1","66 REX.W 0F 3A 22 /r ib","N.E.","V","SSE4_1","","","","","Insert a qword integer value from r/m64 into the xmm1 at the destination element specified by imm8."
"PINSRW mm, r32/m16, imm8","PINSRW imm8, r32/m16, mm","pinsrw imm8, r32/m16, mm","NP 0F C4 /r ib","V","V","SSE","","","","","Insert the low word from r32 or from m16 into mm at the word position specified by imm8."
"PINSRW xmm, r32/m16, imm8","PINSRW imm8, r32/m16, xmm","pinsrw imm8, r32/m16, xmm","66 0F C4 /r ib","V","V","SSE2","","","","","Move the low word of r32 or from m16 into xmm at the word position specified by imm8."
"PMADDUBSW mm1, mm2/m64","PMADDUBSW mm2/m64, mm1","pmaddubsw mm2/m64, mm1","NP 0F 38 04 /r","V","V","SSSE3","","","","","Multiply signed and unsigned bytes, add horizontal pair of signed words, pack saturated signed-words to mm1."
"PMADDUBSW xmm1, xmm2/m128","PMADDUBSW xmm2/m128, xmm1","pmaddubsw xmm2/m128, xmm1","66 0F 38 04 /r","V","V","SSSE3","","","","","Multiply signed and unsigned bytes, add horizontal pair of signed words, pack saturated signed-words to xmm1."
"PMADDWD mm, mm/m64","PMADDWL mm/m64, mm","pmaddwd mm/m64, mm","NP 0F F5 /r","V","V","MMX","","","","","Multiply the packed words in mm by the packed words in mm/m64, add adjacent doubleword results, and store in mm."
"PMADDWD xmm1, xmm2/m128","PMADDWL xmm2/m128, xmm1","pmaddwd xmm2/m128, xmm1","66 0F F5 /r","V","V","SSE2","","","","","Multiply the packed word integers in xmm1 by the packed word integers in xmm2/m128, add adjacent doubleword results, and store in xmm1."
"PMAXSB xmm1, xmm2/m128","PMAXSB xmm2/m128, xmm1","pmaxsb xmm2/m128, xmm1","66 0F 38 3C /r","V","V","SSE4_1","","","","","Compare packed signed byte integers in xmm1 and xmm2/m128 and store packed maximum values in xmm1."
"PMAXSD xmm1, xmm2/m128","PMAXSD xmm2/m128, xmm1","pmaxsd xmm2/m128, xmm1","66 0F 38 3D /r","V","V","SSE4_1","","","","","Compare packed signed dword integers in xmm1 and xmm2/m128 and store packed maximum values in xmm1."
"PMAXSW mm1, mm2/m64","PMAXSW mm2/m64, mm1","pmaxsw mm2/m64, mm1","NP 0F EE /r","V","V","SSE","","","","","Compare signed word integers in mm2/m64 and mm1 and return maximum values."
"PMAXSW xmm1, xmm2/m128","PMAXSW xmm2/m128, xmm1","pmaxsw xmm2/m128, xmm1","66 0F EE /r","V","V","SSE2","","","","","Compare packed signed word integers in xmm2/m128 and xmm1 and stores maximum packed values in xmm1."
"PMAXUB mm1, mm2/m64","PMAXUB mm2/m64, mm1","pmaxub mm2/m64, mm1","NP 0F DE /r","V","V","SSE","","","","","Compare unsigned byte integers in mm2/m64 and mm1 and returns maximum values."
"PMAXUB xmm1, xmm2/m128","PMAXUB xmm2/m128, xmm1","pmaxub xmm2/m128, xmm1","66 0F DE /r","V","V","SSE2","","","","","Compare packed unsigned byte integers in xmm1 and xmm2/m128 and store packed maximum values in xmm1."
"PMAXUW xmm1, xmm2/m128","PMAXUW xmm2/m128, xmm1","pmaxuw xmm2/m128, xmm1","66 0F 38 3E /r","V","V","SSE4_1","","","","","Compare packed unsigned word integers in xmm2/m128 and xmm1 and stores maximum packed values in xmm1."
"PMINSB xmm1, xmm2/m128","PMINSB xmm2/m128, xmm1","pminsb xmm2/m128, xmm1","66 0F 38 38 /r","V","V","SSE4_1","","","","","Compare packed signed byte integers in xmm1 and xmm2/m128 and store packed minimum values in xmm1."
"PMINSW mm1, mm2/m64","PMINSW mm2/m64, mm1","pminsw mm2/m64, mm1","NP 0F EA /r","V","V","SSE","","","","","Compare signed word integers in mm2/m64 and mm1 and return minimum values."
"PMINSW xmm1, xmm2/m128","PMINSW xmm2/m128, xmm1","pminsw xmm2/m128, xmm1","66 0F EA /r","V","V","SSE2","","","","","Compare packed signed word integers in xmm2/m128 and xmm1 and store packed minimum values in xmm1."
"PMINUB mm1, mm2/m64","PMINUB mm2/m64, mm1","pminub mm2/m64, mm1","NP 0F DA /r","V","V","SSE","","","","","Compare unsigned byte integers in mm2/m64 and mm1 and returns minimum values."
"PMINUB xmm1, xmm2/m128","PMINUB xmm2/m128, xmm1","pminub xmm2/m128, xmm1","66 0F DA /r","V","V","SSE2","","","","","Compare packed unsigned byte integers in xmm1 and xmm2/m128 and store packed minimum values in xmm1."
"PMINUD xmm1, xmm2/m128","PMINUD xmm2/m128, xmm1","pminud xmm2/m128, xmm1","66 0F 38 3B /r","V","V","SSE4_1","","","","","Compare packed unsigned dword integers in xmm1 and xmm2/m128 and store packed minimum values in xmm1."
"PMINUW xmm1, xmm2/m128","PMINUW xmm2/m128, xmm1","pminuw xmm2/m128, xmm1","66 0F 38 3A /r","V","V","SSE4_1","","","","","Compare packed unsigned word integers in xmm2/m128 and xmm1 and store packed minimum values in xmm1."
"PMOVMSKB reg, mm","PMOVMSKB mm, reg","pmovmskb mm, reg","NP 0F D7 /r","V","V","SSE","","","","","Move a byte mask of mm to reg. The upper bits of r32 or r64 are zeroed"
"PMOVMSKB reg, xmm","PMOVMSKB xmm, reg","pmovmskb xmm, reg","66 0F D7 /r","V","V","SSE2","","","","","Move a byte mask of xmm to reg. The upper bits of r32 or r64 are zeroed"
"PMOVSXBD xmm1, xmm2/m32","PMOVSXBD xmm2/m32, xmm1","pmovsxbd xmm2/m32, xmm1","66 0F 38 21 /r","V","V","SSE4_1","","","","","Sign extend 4 packed 8-bit integers in the low 4 bytes of xmm2/m32 to 4 packed 32-bit integers in xmm1."
"PMOVSXBQ xmm1, xmm2/m16","PMOVSXBQ xmm2/m16, xmm1","pmovsxbq xmm2/m16, xmm1","66 0F 38 22 /r","V","V","SSE4_1","","","","","Sign extend 2 packed 8-bit integers in the low 2 bytes of xmm2/m16 to 2 packed 64-bit integers in xmm1."
"PMOVSXBW xmm1, xmm2/m64","PMOVSXBW xmm2/m64, xmm1","pmovsxbw xmm2/m64, xmm1","66 0F 38 20 /r","V","V","SSE4_1","","","","","Sign extend 8 packed 8-bit integers in the low 8 bytes of xmm2/m64 to 8 packed 16-bit integers in xmm1."
"PMOVSXDQ xmm1, xmm2/m64","PMOVSXDQ xmm2/m64, xmm1","pmovsxdq xmm2/m64, xmm1","66 0F 38 25 /r","V","V","SSE4_1","","","","","Sign extend 2 packed 32-bit integers in the low 8 bytes of xmm2/m64 to 2 packed 64-bit integers in xmm1."
"PMOVSXWD xmm1, xmm2/m64","PMOVSXWD xmm2/m64, xmm1","pmovsxwd xmm2/m64, xmm1","66 0F 38 23 /r","V","V","SSE4_1","","","","","Sign extend 4 packed 16-bit integers in the low 8 bytes of xmm2/m64 to 4 packed 32-bit integers in xmm1."
"PMOVSXWQ xmm1, xmm2/m32","PMOVSXWQ xmm2/m32, xmm1","pmovsxwq xmm2/m32, xmm1","66 0F 38 24 /r","V","V","SSE4_1","","","","","Sign extend 2 packed 16-bit integers in the low 4 bytes of xmm2/m32 to 2 packed 64-bit integers in xmm1."
"PMOVZXBD xmm1, xmm2/m32","PMOVZXBD xmm2/m32, xmm1","pmovzxbd xmm2/m32, xmm1","66 0F 38 31 /r","V","V","SSE4_1","","","","","Zero extend 4 packed 8-bit integers in the low 4 bytes of xmm2/m32 to 4 packed 32-bit integers in xmm1."
"PMOVZXBQ xmm1, xmm2/m16","PMOVZXBQ xmm2/m16, xmm1","pmovzxbq xmm2/m16, xmm1","66 0F 38 32 /r","V","V","SSE4_1","","","","","Zero extend 2 packed 8-bit integers in the low 2 bytes of xmm2/m16 to 2 packed 64-bit integers in xmm1."
"PMOVZXBW xmm1, xmm2/m64","PMOVZXBW xmm2/m64, xmm1","pmovzxbw xmm2/m64, xmm1","66 0F 38 30 /r","V","V","SSE4_1","","","","","Zero extend 8 packed 8-bit integers in the low 8 bytes of xmm2/m64 to 8 packed 16-bit integers in xmm1."
"PMOVZXDQ xmm1, xmm2/m64","PMOVZXDQ xmm2/m64, xmm1","pmovzxdq xmm2/m64, xmm1","66 0F 38 35 /r","V","V","SSE4_1","","","","","Zero extend 2 packed 32-bit integers in the low 8 bytes of xmm2/m64 to 2 packed 64-bit integers in xmm1."
"PMOVZXWD xmm1, xmm2/m64","PMOVZXWD xmm2/m64, xmm1","pmovzxwd xmm2/m64, xmm1","66 0F 38 33 /r","V","V","SSE4_1","","","","","Zero extend 4 packed 16-bit integers in the low 8 bytes of xmm2/m64 to 4 packed 32-bit integers in xmm1."
"PMOVZXWQ xmm1, xmm2/m32","PMOVZXWQ xmm2/m32, xmm1","pmovzxwq xmm2/m32, xmm1","66 0F 38 34 /r","V","V","SSE4_1","","","","","Zero extend 2 packed 16-bit integers in the low 4 bytes of xmm2/m32 to 2 packed 64-bit integers in xmm1."
"PMULDQ xmm1, xmm2/m128","PMULDQ xmm2/m128, xmm1","pmuldq xmm2/m128, xmm1","66 0F 38 28 /r","V","V","SSE4_1","","","","","Multiply packed signed doubleword integers in xmm1 by packed signed doubleword integers in xmm2/m128, and store the quadword results in xmm1."
"PMULHRSW mm1, mm2/m64","PMULHRSW mm2/m64, mm1","pmulhrsw mm2/m64, mm1","NP 0F 38 0B /r","V","V","SSSE3","","","","","Multiply 16-bit signed words, scale and round signed doublewords, pack high 16 bits to mm1."
"PMULHRSW xmm1, xmm2/m128","PMULHRSW xmm2/m128, xmm1","pmulhrsw xmm2/m128, xmm1","66 0F 38 0B /r","V","V","SSSE3","","","","","Multiply 16-bit signed words, scale and round signed doublewords, pack high 16 bits to xmm1."
"PMULHUW mm1, mm2/m64","PMULHUW mm2/m64, mm1","pmulhuw mm2/m64, mm1","NP 0F E4 /r","V","V","SSE","","","","","Multiply the packed unsigned word integers in mm1 register and mm2/m64, and store the high 16 bits of the results in mm1."
